Category,Family Name,Crop,Crop Type,Variety,Planting Method,Harvest Stage,GH Sow Date,Days to 1st potting up,1st Potting up date,Days to 2nd Potting up,2nd Potting up date,Days to 3rd Potting up,3rd Potting up date,Days In Greenhouse,Field Sowing Planting Date,DTM,Harvest Window,First Harvest,Last Harvest,Planting Amount,Location,In-Row Spacing,In-Row Spacing Unit,Rows Per Bed,# Of Flats,Flat/pot type,Seeds per cell,Estimated loss,Total Transplants,Total Seed Needed,Average seed weight,Average seed weight unit,Total Weight Needed,Total Weight Needed Unit,Extra Seed %,Seed spec,1st Potting up flat/pot type,1st Potting up plants per cell/pot,1st Potting up # of flats/pots,2nd Potting up flat/pot type,2nd Potting up plants per cell/pot,2nd Potting up # of flats/pots,3rd Potting up flat/pot type,3rd Potting up plants per cell/pot,3rd Potting up # of flats/pots,Harvest Unit,Avg Yield Rate,Avg. Sales Price,Est. Yield,Est. Revenue,Est. Rev./unit,Growing Cycle,Rootstock,Harvest Season,First Fruiting Year,Between row spacing,Notes,Seeder,Front gear,Rear gear,Roller plate
Flowers,Asteraceae,Dahlias,Mid Blooming,Conn Coral | DAH-CONNC,Direct Sow,,,,,,,,,,05/03/2020,90,60,08/01/2020,09/30/2020,8 plants,"The Back Field,MCB,Block FLR,Beds 3",16.0,in,3,0.0,,,,,8,0,,0.00,,0.00,,,,,,,,,,,Stems,20.000 st/pl,$20.00/bn,160.0 Stems,$320.00,$29.91/plant,Annual,,,,,,,,,
Flowers,Asteraceae,Dahlias,Mid Blooming,Dorothy | DAH-DORTH,Direct Sow,,,,,,,,,,05/03/2020,90,60,08/01/2020,09/30/2020,5 plants,"The Back Field,MCB,Block FLR,Beds 3",16.0,in,3,0.0,,,,,5,0,,0.00,,0.00,,,,,,,,,,,Stems,20.000 st/pl,$16.00/bn,100.0 Stems,$160.00,$23.88/plant,Annual,,,,,,,,,
Flowers,Asteraceae,Dahlias,Mid Blooming,Lady Natalie | DAH-LADYN,Direct Sow,,,,,,,,,,05/03/2020,90,60,08/01/2020,09/30/2020,5 plants,"The Back Field,MCB,Block FLR,Beds 3",16.0,in,3,0.0,,,,,5,0,,0.00,,0.00,,,,,,,,,,,Stems,20.000 st/pl,$16.00/bn,100.0 Stems,$160.00,$23.88/plant,Annual,,,,,,,,,
Flowers,Asteraceae,Dahlias,Mid Blooming,Mystique | DAH-MYSTQ,Direct Sow,,,,,,,,,,05/03/2020,90,60,08/01/2020,09/30/2020,8 plants,"The Back Field,MCB,Block FLR,Beds 3",16.0,in,3,0.0,,,,,8,0,,0.00,,0.00,,,,,,,,,,,Stems,20.000 st/pl,$20.00/bn,160.0 Stems,$320.00,$29.91/plant,Annual,,,,,,,,,
Flowers,Asteraceae,Dahlias,Mid Blooming,Sweet Nathalie | DAH-SWETN,Direct Sow,,,,,,,,,,05/03/2020,90,60,08/01/2020,09/30/2020,5 plants,"The Back Field,MCB,Block FLR,Beds 3",16.0,in,3,0.0,,,,,5,0,,0.00,,0.00,,,,,,,,,,,Stems,20.000 st/pl,$20.00/bn,100.0 Stems,$200.00,$29.85/plant,Annual,,,,,,,,,
Flowers,Asteraceae,Dahlias,Mid Blooming,Wizard of Oz | DAH-WIZOZ,Direct Sow,,,,,,,,,,05/03/2020,90,60,08/01/2020,09/30/2020,3 plants,"The Back Field,MCB,Block FLR,Beds 3",16.0,in,3,0.0,,,,,3,0,,0.00,,0.00,,,,,,,,,,,Bunches,20.000 st/pl,$16.00/bn,60.0 Stems,$96.00,$24.00/plant,Annual,,,,,,,,,
Flowers,Asteraceae,Dahlias,Mid Blooming,Golden Scepter | DAH-GOLDN,Direct Sow,,,,,,,,,,05/03/2020,90,60,08/01/2020,09/30/2020,5 plants,"The Back Field,MCB,Block FLR,Beds 3",16.0,in,3,0.0,,,,,5,0,,0.00,,0.00,,,,,,,,,,,Stems,20.000 st/pl,$16.00/bn,100.0 Stems,$160.00,$23.88/plant,Annual,,,,,,,,,
Flowers,Asteraceae,Dusty Miller,Dusty Miller,New Look | DUS-NEWLK,Greenhouse Sow,,02/26/2020,,,,,,,,05/05/2020,50,33,06/24/2020,07/27/2020,62 plants,"The Back Field,MCB,Block GRN,Beds 8",9.0,in,5,1.94,72 cell flats,2,5,140,279,0,,0.00,,0.00,,,,,,,,,,,Stems,10.000 st/pl,$9.00/bn,620.0 Stems,$558.00,$12.00/plant,Annual,,,,,foliage%br%foliage%br%foliage%br%foliage%br%foliage,,,,
Flowers,Myrtaceae,Eucalyptus,Eucalyptus,Silver Dollar | EUC-SILDL,Greenhouse Sow,,02/17/2020,,,,,,,,04/27/2020,80,36,07/16/2020,08/21/2020,20 bed ft.,"Goat Field,GH,Block GRN,Beds 2",18.0,in,3,0.58,72 cell flats,2,5,42,84,44000,seeds/oz,0.00,oz,0.00,,,,,,,,,,,Stems,30.000 st/pl,$11.00/bn,"1,200.0 Stems","$1,320.00",$22.00/plant,Annual,,,,,,,,,
Flowers,Myrtaceae,Eucalyptus,Eucalyptus,Parviflora | EUC-PARVI,Greenhouse Sow,,02/18/2020,,,,,,,,04/28/2020,80,36,07/17/2020,08/22/2020,7 plants,"The Back Field,Breakfast Club,Block GRN,Beds 2",18.0,in,3,0.58,72 cell flats,2,5,42,84,44000,seeds/oz,0.00,oz,0.00,,,,,,,,,,,Stems,30.000 st/pl,$13.00/bn,210.0 Stems,$273.00,$26.00/plant,Annual,,,,,,,,,
Flowers,Amaranthaceae,Gomphrena (Globe Amaranth),Gomphrena (Globe Amaranth),Sunset Mix | GOM-SUNMX,Greenhouse Sow,,03/29/2020,,,,,,,,04/24/2020,72,63,07/05/2020,09/06/2020,10 bed ft.,"Goat Field,GH,Block FLR,Beds 1",9.0,in,5,0.97,72 cell flats,2,5,70,140,8000,seeds/oz,0.02,oz,0.00,,,,,,,,,,,Stems,14.000 st/pl,$8.00/bn,933.3 Stems,$746.66,$14.93/plant,Annual,,,,,,,,,
Flowers,Amaranthaceae,Gomphrena (Globe Amaranth),Gomphrena (Globe Amaranth),Pastel Mix | GOM-PASMX,Greenhouse Sow,,03/29/2020,,,,,,,,04/24/2020,72,63,07/05/2020,09/06/2020,10 bed ft.,"Goat Field,GH,Block FLR,Beds 1",9.0,in,5,0.97,72 cell flats,2,5,70,140,8000,seeds/oz,0.02,oz,0.00,,,,,,,,,,,Stems,14.000 st/pl,$8.00/bn,933.3 Stems,$746.66,$14.93/plant,Annual,,,,,,,,,
Flowers,Amaranthaceae,Gomphrena (Globe Amaranth),Gomphrena (Globe Amaranth),White | GOM-WHITE,Greenhouse Sow,,03/29/2020,,,,,,,,04/24/2020,72,63,07/05/2020,09/06/2020,10 bed ft.,"Goat Field,GH,Block FLR,Beds 1",9.0,in,5,0.97,72 cell flats,2,5,70,140,8000,seeds/oz,0.02,oz,0.00,,,,,,,,,,,Stems,14.000 st/pl,$8.00/bn,933.3 Stems,$746.66,$14.93/plant,Annual,,,,,,,,,
Vegetables,Cucurbitaceae,Gourds,Large,Ornamental Mix | GOU-ORNMX,Direct Sow,,,,,,,,,,06/27/2020,95,14,09/30/2020,10/14/2020,40 bed ft.,"The Back Field,Gourd Patch,No Block,Beds 1",60.0,in,3,0.0,,,,,24,20,seeds/g,1.20,g,0.00,,,,,,,,,,,Pounds,2.630 lb/row ft,$0.50/lb,315.6 Pounds,$157.80,$1.32/row ft.,Annual,,,,,,,,,
Flowers,Caryophyllaceae,Gypsophila (Baby's Breath),Gypsophila (Baby's Breath),Convent | GYP-CONVE,Direct Sow,,,,,,,,,,05/21/2020,60,38,07/20/2020,08/27/2020,10 bed ft.,"White House,Situation,Block GRN,Beds 2",9.0,in,5,0.0,,,,,67,26400,seeds/oz,0.00,oz,,,,,,,,,,,,Stems,5.000 st/pl,$8.50/bn,333.3 Stems,$283.33,$5.67/plant,Annual,,,,,filler,,,,
Flowers,Caryophyllaceae,Gypsophila (Baby's Breath),Gypsophila (Baby's Breath),Convent | GYP-CONVE,Direct Sow,,,,,,,,,,06/29/2020,60,38,08/28/2020,10/05/2020,10 bed ft.,"White House,Situation,Block GRN,Beds 2",9.0,in,5,0.0,,,,,67,26400,seeds/oz,0.00,oz,,,,,,,,,,,,Stems,5.000 st/pl,$8.50/bn,333.3 Stems,$283.33,$5.67/plant,Annual,,,,,filler,,,,
Flowers,Ranunculaceae,Larkspur,Larkspur,White Cloud | LAR-WHICL,Direct Sow,,,,,,,,,,04/24/2020,115,49,08/17/2020,10/05/2020,40 bed ft.,"White House,Situation,Block GRN,Beds 2",9.0,in,5,0.0,,,,,267,11100,seeds/oz,0.02,oz,,,,,,,,,,,,Stems,5.000 st/pl,$8.00/bn,"1,333.3 Stems","$1,066.66",$5.33/plant,Annual,,,,,,,,,
Flowers,Asteraceae,Marigold,Marigold,Giant Yellow | MAR-GIAYL,Greenhouse Sow,,04/08/2020,,,,,,,,05/17/2020,79,63,08/04/2020,10/06/2020,197 plants,"The Back Field,MCB,Block FLR,Beds 6",9.0,in,5,1.25,128 cell flats,2,20,160,320,10500,seeds/oz,0.03,oz,0.00,,,,,,,,,,,Stems,12.000 st/pl,$8.00/bn,"2,364.0 Stems","$1,891.20",$12.80/plant,Annual,,,,,,,,,
Flowers,Resedaceae,Mignonette,Mignonette,Standard | MIG-STAND,Greenhouse Sow,,04/16/2020,,,,,,,,05/20/2020,30,14,06/19/2020,07/03/2020,10 bed ft.,"White House,Situation,Block GRN,Beds 2",9.0,in,5,0.97,72 cell flats,5,5,70,349,0,,0.00,,0.00,,,,,,,,,,,Stems,8.000 st/pl,$8.00/bn,533.3 Stems,$426.66,$8.53/plant,Annual,,,,,,,,,
Flowers,Resedaceae,Mignonette,Mignonette,White Mignonette | MIG-WHITE,Greenhouse Sow,,04/16/2020,,,,,,,,05/20/2020,30,14,06/19/2020,07/03/2020,10 bed ft.,"White House,Situation,Block GRN,Beds 2",9.0,in,5,0.97,72 cell flats,5,5,70,349,0,,0.00,,0.00,,,,,,,,,,,Stems,8.000 st/pl,$8.00/bn,533.3 Stems,$426.66,$8.53/plant,Annual,,,,,,,,,
Flowers,Resedaceae,Mignonette,Mignonette,Standard | MIG-STAND,Greenhouse Sow,,05/05/2020,,,,,,,,06/09/2020,30,14,07/09/2020,07/23/2020,10 bed ft.,"White House,Situation,Block GRN,Beds 2",9.0,in,5,0.97,72 cell flats,5,5,70,349,0,,0.00,,0.00,,,,,,,,,,,Stems,8.000 st/pl,$8.00/bn,533.3 Stems,$426.66,$8.53/plant,Annual,,,,,,,,,
Flowers,Resedaceae,Mignonette,Mignonette,White Mignonette | MIG-WHITE,Greenhouse Sow,,05/05/2020,,,,,,,,06/09/2020,30,14,07/09/2020,07/23/2020,10 bed ft.,"White House,Situation,Block GRN,Beds 2",9.0,in,5,0.97,72 cell flats,5,5,70,349,0,,0.00,,0.00,,,,,,,,,,,Stems,8.000 st/pl,$8.00/bn,533.3 Stems,$426.66,$8.53/plant,Annual,,,,,,,,,
Flowers,Resedaceae,Mignonette,Mignonette,White Mignonette | MIG-WHITE,Greenhouse Sow,,05/29/2020,,,,,,,,07/03/2020,30,14,08/02/2020,08/16/2020,10 bed ft.,"White House,Situation,Block GRN,Beds 2",9.0,in,5,0.97,72 cell flats,5,5,70,349,0,,0.00,,0.00,,,,,,,,,,,Stems,8.000 st/pl,$8.00/bn,533.3 Stems,$426.66,$8.53/plant,Annual,,,,,,,,,
Flowers,Solanaceae,Nicandra Physalodes,Nicandra Physalodes,Apple of Peru | NIC-APPLP,Greenhouse Sow,,03/22/2020,,,,,,,,04/26/2020,65,60,06/30/2020,08/29/2020,20 bed ft.,"Goat Field,GH,Block GRN,Beds 2",12.0,in,4,1.17,72 cell flats,2,5,84,168,0,,0.00,,0.00,,,,,,,,,,,Stems,10.000 st/pl,$7.00/bn,800.0 Stems,$560.00,$7.00/plant,Annual,,,,,,,,,
Flowers,Tropaeolaceae,Orlaya,Orlaya,White Finch | ORL-WHIFN,Greenhouse Sow,,03/16/2020,,,,,,,,04/27/2020,28,84,05/25/2020,08/17/2020,20 bed ft.,"Goat Field,GH,Block GRN,Beds 2",9.0,in,5,0.97,72 cell flats,2,5,70,140,2300,seeds/oz,0.06,oz,0.00,,,,,,,,,,,Stems,5.000 st/pl,$8.00/bn,666.7 Stems,$533.34,$5.33/plant,Annual,,,,,,,,,
Flowers,Poaceae,Ornamental Grasses,Ornamental Grasses,Frosted Explosion | ORN-FROEX,Greenhouse Sow,,03/22/2020,,,,,,,,05/05/2020,68,28,07/12/2020,08/09/2020,73 plants,"The Back Field,MCB,Block GRN,Beds 8",9.0,in,5,0.97,72 cell flats,2,5,70,140,38300,seeds/oz,0.00,oz,0.00,,,,,,,,,,,Stems,10.000 st/pl,$8.00/bn,730.0 Stems,$584.00,$10.66/plant,Annual,,,,,foliage%br%foliage%br%foliage,,,,
Flowers,Poaceae,Ornamental Grasses,Ornamental Grasses,Frosted Explosion | ORN-FROEX,Greenhouse Sow,,04/30/2020,,,,,,,,06/05/2020,68,28,08/12/2020,09/09/2020,10 bed ft.,"Goat Field,GH,Block GRN,Beds 2",9.0,in,5,0.1,72 cell flats,2,5,70,14,38300,seeds/oz,0.00,oz,0.00,,,,,,,,,,,Stems,10.000 st/pl,$8.00/bn,666.7 Stems,$533.34,$10.67/plant,Annual,,,,,foliage%br%foliage%br%foliage%br%foliage,,,,
Flowers,Poaceae,Ornamental Grasses,Ornamental Grasses,Bunny Tails | ORN-BUNTL,Greenhouse Sow,,04/30/2020,,,,,,,,05/27/2020,68,28,08/03/2020,08/31/2020,20 bed ft.,"Goat Field,GH,Block GRN,Beds 2",9.0,in,5,1.94,72 cell flats,2,5,140,279,38300,seeds/oz,0.01,oz,0.00,,,,,,,,,,,Stems,10.000 st/pl,$8.00/bn,"1,333.3 Stems","$1,066.66",$10.67/plant,Annual,,,,,,,,,
Vegetables,Cucurbitaceae,Pumpkins,Medium,Pipsqueak PMR | PUM-PIPSQ,Direct Sow,,,,,,,,,,06/27/2020,100,28,10/05/2020,11/02/2020,40 bed ft.,"The Back Field,PipSqueak Patch,No Block,Beds 1",33.0,in,3,0.0,,,,,44,3055,seeds/lb,0.01,lbs,0.00,,,,,,,,,,,Pounds,3.000 lb/row ft,$2.00/lb,360.0 Pounds,$720.00,$6.00/row ft.,Annual,,,,,,,,,
Vegetables,Cucurbitaceae,Pumpkins,Medium,Racer | PUM-RACER,Direct Sow,,,,,,,,,,06/27/2020,85,28,09/20/2020,10/18/2020,40 bed ft.,"The Back Field,Racer Patch,No Block,Beds 1",33.0,in,3,0.0,,,,,44,3055,seeds/lb,0.01,lbs,0.00,,,,,,,,,,,Pounds,3.000 lb/row ft,$2.00/lb,360.0 Pounds,$720.00,$6.00/row ft.,Annual,,,,,,,,,
Vegetables,Cucurbitaceae,Pumpkins,Large,Howden | PUM-HOWDN,Direct Sow,,,,,,,,,,06/27/2020,115,28,10/20/2020,11/17/2020,40 bed ft.,"The Back Field,Howden Patch,No Block,Beds 1",60.0,in,3,0.0,,,,,24,3055,seeds/lb,0.01,lbs,0.00,,,,,,,,,,,Pounds,3.000 lb/row ft,$2.00/lb,360.0 Pounds,$720.00,$6.00/row ft.,Annual,,,,,,,,,
Vegetables,Cucurbitaceae,Pumpkins,Specialty,Casper | PUM-CASPR,Direct Sow,,,,,,,,,,06/27/2020,77,28,09/12/2020,10/10/2020,40 bed ft.,"The Back Field,Casper Patch,No Block,Beds 1",18.0,in,2,0.0,,,,,53,3055,seeds/lb,0.02,lbs,0.00,,,,,,,,,,,Pounds,3.000 lb/row ft,$2.00/lb,240.0 Pounds,$480.00,$6.00/row ft.,Annual,,,,,,,,,
Vegetables,Cucurbitaceae,Pumpkins,Medium,Flat Stacker | PUM-FLATS,Direct Sow,,,,,,,,,,06/27/2020,95,28,09/30/2020,10/28/2020,40 bed ft.,"The Back Field,Flat Stacker Patch,No Block,Beds 1",42.0,in,3,0.0,,,,,34,3055,seeds/lb,0.01,lbs,0.00,,,,,,,,,,,Pounds,3.000 lb/row ft,$2.00/lb,360.0 Pounds,$720.00,$6.00/row ft.,Annual,,,,,,,,,
Flowers,Ranunculaceae,Ranunculus,Ranunculus,Bridal Mix | RAN-BRIMX,Direct Sow,,,,,,,,,,04/19/2020,56,63,06/14/2020,08/16/2020,20 bed ft.,"The Back Field,MCB,Block FLR,Beds 1",8.0,in,5,0.0,,,,,150,0,,0.00,,0.00,,,,,,,,,,,Stems,8.000 st/pl,$12.00/bn,"1,200.0 Stems","$1,440.00",$14.40/plant,Annual,,,,,,,,,
Flowers,Ranunculaceae,Ranunculus,Ranunculus,Purple/White | RAN-PURWH,Direct Sow,,,,,,,,,,04/19/2020,56,63,06/14/2020,08/16/2020,15 bed ft.,"The Back Field,MCB,Block FLR,Beds 1",8.0,in,5,0.0,,,,,113,0,,0.00,,0.00,,,,,,,,,,,Stems,8.000 st/pl,$12.00/bn,900.0 Stems,"$1,080.00",$14.40/plant,Annual,,,,,,,,,
Flowers,Ranunculaceae,Ranunculus,Ranunculus,Violet | RAN-VIOLE,Direct Sow,,,,,,,,,,04/19/2020,56,63,06/14/2020,08/16/2020,5 bed ft.,"The Back Field,MCB,Block FLR,Beds 1",8.0,in,5,0.0,,,,,38,0,,0.00,,0.00,,,,,,,,,,,Stems,8.000 st/pl,$12.00/bn,300.0 Stems,$360.00,$14.40/plant,Annual,,,,,,,,,
Flowers,Ranunculaceae,Ranunculus,Ranunculus,Pink/ White | RAN-PINWI,Direct Sow,,,,,,,,,,04/19/2020,56,63,06/14/2020,08/16/2020,12 bed ft.,"The Back Field,MCB,Block FLR,Beds 1",8.0,in,5,0.0,,,,,90,0,,0.00,,0.00,,,,,,,,,,,Stems,8.000 st/pl,$12.00/bn,720.0 Stems,$864.00,$14.40/plant,Annual,,,,,,,,,
Flowers,Ranunculaceae,Ranunculus,Ranunculus,Romantic Mix | RAN-ROMMX,Direct Sow,,,,,,,,,,04/19/2020,56,63,06/14/2020,08/16/2020,10 bed ft.,"The Back Field,MCB,Block FLR,Beds 1",8.0,in,5,0.0,,,,,75,0,,0.00,,0.00,,,,,,,,,,,Stems,8.000 st/pl,$12.00/bn,600.0 Stems,$720.00,$14.40/plant,Annual,,,,,,,,,
Flowers,Ranunculaceae,Ranunculus,Ranunculus,White | RAN-WHITE,Direct Sow,,,,,,,,,,04/19/2020,56,63,06/14/2020,08/16/2020,10 bed ft.,"The Back Field,MCB,Block FLR,Beds 1",8.0,in,5,0.0,,,,,75,0,,0.00,,0.00,,,,,,,,,,,Stems,8.000 st/pl,$12.00/bn,600.0 Stems,$720.00,$14.40/plant,Annual,,,,,,,,,
Flowers,Ranunculaceae,Ranunculus,Ranunculus,Red | RAN-REDXX,Direct Sow,,,,,,,,,,04/19/2020,56,63,06/14/2020,08/16/2020,8 bed ft.,"The Back Field,MCB,Block FLR,Beds 1",8.0,in,5,0.0,,,,,60,0,,0.00,,0.00,,,,,,,,,,,Stems,8.000 st/pl,$12.00/bn,480.0 Stems,$576.00,$14.40/plant,Annual,,,,,,,,,
Flowers,Asteraceae,Rudbeckia (Black-Eyed Susan),Rudbeckia (Black-Eyed Susan),Cherry Brandy | RUD-CHEBR,Greenhouse Sow,,02/15/2020,,,,,,,,05/03/2020,64,59,07/06/2020,09/03/2020,33 plants,"The Back Field,MCB,Block FLR,Beds 2",9.0,in,5,0.5,72 cell flats,1,6,35.3,36,53200,seeds/oz,0.00,oz,0.00,,,,,,,,,,,Stems,30.000 st/row ft,$7.00/bn,742.5 Stems,$519.75,$20.96/row ft.,Annual,,,,,,,,,
Flowers,Asteraceae,Rudbeckia (Black-Eyed Susan),Rudbeckia (Black-Eyed Susan),Chim Chiminee Mix | RUD-CHIMX,Greenhouse Sow,,02/15/2020,,,,,,,,05/03/2020,64,59,07/06/2020,09/03/2020,36 plants,"The Back Field,MCB,Block FLR,Beds 2",9.0,in,5,0.5,72 cell flats,1,5,35,36,53200,seeds/oz,0.00,oz,0.00,,,,,,,,,,,Stems,30.000 st/row ft,$7.00/bn,810.0 Stems,$567.00,$21.00/row ft.,Annual,,,,,,,,,
Flowers,Asteraceae,Rudbeckia (Black-Eyed Susan),Rudbeckia (Black-Eyed Susan),Denver Daisy | RUD-DENDDA,Greenhouse Sow,,02/15/2020,,,,,,,,05/03/2020,64,58,07/06/2020,09/02/2020,57 plants,"The Back Field,MCB,Block FLR,Beds 2",9.0,in,5,0.5,72 cell flats,1,5,35,36,53200,seeds/oz,0.00,oz,0.00,,,,,,,,,,,Stems,30.000 st/row ft,$7.00/bn,"1,282.5 Stems",$897.75,$20.98/row ft.,Annual,,,,,,,,,
Flowers,Asteraceae,Rudbeckia (Black-Eyed Susan),Rudbeckia (Black-Eyed Susan),Praire Sun | RUD-PRASN,Greenhouse Sow,,02/15/2020,,,,,,,,05/03/2020,64,58,07/06/2020,09/02/2020,49 plants,"The Back Field,MCB,Block FLR,Beds 2",9.0,in,5,0.5,72 cell flats,1,5,35,36,53200,seeds/oz,0.00,oz,0.00,,,,,,,,,,,Stems,30.000 st/row ft,$7.00/bn,"1,102.5 Stems",$771.75,$20.97/row ft.,Annual,,,,,,,,,
Flowers,Asteraceae,Rudbeckia (Black-Eyed Susan),Rudbeckia (Black-Eyed Susan),Sahara | RUD-SAHAR,Greenhouse Sow,,02/15/2020,,,,,,,,05/03/2020,64,59,07/06/2020,09/03/2020,48 plants,"The Back Field,MCB,Block FLR,Beds 2",9.0,in,5,1.0,72 cell flats,1,5,70,72,53200,seeds/oz,0.00,oz,0.00,,,,,,,,,,,Stems,30.000 st/pl,$7.00/bn,"1,440.0 Stems","$1,008.00",$28.00/plant,Annual,,,,,,,,,
Flowers,Asteraceae,Rudbeckia (Black-Eyed Susan),Rudbeckia (Black-Eyed Susan),Macau | RUD-MACAU,Greenhouse Sow,,02/15/2020,,,,,,,,04/23/2020,64,58,06/26/2020,08/23/2020,6 plants,"The Back Field,Breakfast Club,Block FLR,Beds 1",9.0,in,5,0.6,72 cell flats,1,5,42,43,53200,seeds/oz,0.00,oz,0.00,,,,,,,,,,,Stems,0.000 /row ft,$0.00/st,0.0 ,$0.00,$0.00/row ft.,Annual,,,,,,,,,
Flowers,Dipsacaceae,Scabiosa (Pincushion Flower),Annual,Fata Morgana | SCA-FATAM,Greenhouse Sow,,03/22/2020,,,,,,,,05/13/2020,58,56,07/10/2020,09/04/2020,39 plants,"The Back Field,MCB,Block FLR,Beds 7",9.0,in,5,0.97,72 cell flats,2,5,70,140,4300,seeds/oz,0.03,oz,0.00,,,,,,,,,,,Stems,10.000 st/pl,$7.00/bn,390.0 Stems,$273.00,$9.35/plant,Annual,,,,,,,,,
Flowers,Dipsacaceae,Scabiosa (Pincushion Flower),Annual,Snowmaiden | SCA-SNOWM,Greenhouse Sow,,03/22/2020,,,,,,,,05/13/2020,58,56,07/10/2020,09/04/2020,60 plants,"Goat Field,GH",9.0,in,5,0.97,72 cell flats,2,5,70,140,4300,seeds/oz,0.03,oz,0.00,,,,,,,,,,,Stems,10.000 st/pl,$7.00/bn,600.0 Stems,$420.00,$9.33/plant,Annual,,,,,,,,,
Herbs,Lamiaceae,Shiso,Shiso,Perilla Purple | SHI-PERPR,Greenhouse Sow,Full-Size,04/20/2020,,,,,,,28,05/18/2020,85,21,08/11/2020,09/01/2020,10 bed ft.,"White House,Situation,Block GRN,Beds 2",9.0,in,5,0.97,72 cell flats,2,5,70,140,16693,seeds/oz,0.01,oz,0.00,,,,,,,,,,,Ounces,0.000 oz/row ft,$0.00/oz,0.0 ,$0.00,$0.00/row ft.,Annual,,,,,filler,,,,
Herbs,Lamiaceae,Shiso,Shiso,Perilla Purple | SHI-PERPR,Greenhouse Sow,Full-Size,05/11/2020,,,,,,,28,06/08/2020,85,21,09/01/2020,09/22/2020,10 bed ft.,"White House,Situation,Block GRN,Beds 2",9.0,in,5,0.14,72 cell flats,2,5,70,20,16693,seeds/oz,0.00,oz,0.00,,,,,,,,,,,Ounces,0.000 oz/row ft,$0.00/oz,0.0 ,$0.00,$0.00/row ft.,Annual,,,,,filler,,,,
Flowers,Brassicaceae,Stock,Stock,Avalanche Supreme | STO-AVASU,Greenhouse Sow,,03/14/2020,,,,,,,,05/13/2020,58,56,07/10/2020,09/04/2020,63 plants,"The Back Field,MCB,Block FLR,Beds 7",9.0,in,5,0.97,72 cell flats,2,5,70,140,16855,seeds/oz,0.01,oz,0.00,,,,,,,,,,,Stems,4.000 st/pl,$9.50/bn,252.0 Stems,$239.40,$5.07/plant,Annual,,,,,,,,,
Flowers,Brassicaceae,Stock,Stock,Katz Formula Mix | STO-KATMX,Greenhouse Sow,,03/14/2020,,,,,,,,05/13/2020,58,56,07/10/2020,09/04/2020,63 plants,"The Back Field,MCB,Block FLR,Beds 7",9.0,in,5,0.97,72 cell flats,2,5,70,140,16855,seeds/oz,0.01,oz,0.00,,,,,,,,,,,Stems,4.000 st/pl,$9.50/bn,252.0 Stems,$239.40,$5.07/plant,Annual,,,,,,,,,
Flowers,Asteraceae,Sunflower,Single Stem,Autumn Beauty Mix | SUN-AUTBX,Direct Sow,Full-Size,,,,,,,,,05/16/2020,90,56,08/14/2020,10/09/2020,200 bed ft.,"The Back Field,Sunflower Fields,No Block,Beds 1",21.0,in,11,0.0,,,,,1257,15860,seeds/oz,0.08,oz,0.00,,,,,,,,,,,Stems,1.000 st/pl,$3.00/st,"1,257.1 Stems","$3,771.42",$1.71/plant,Annual,,,,,,,,,
Flowers,Asteraceae,Sunflower,Single Stem,Autumn Beauty Mix | SUN-AUTBX,Direct Sow,Full-Size,,,,,,,,,05/23/2020,90,56,08/21/2020,10/16/2020,0 bed ft.,"White House,Situation",21.0,in,11,0.0,,,,,0,15860,seeds/oz,0.00,oz,0.00,,,,,,,,,,,Stems,1.000 st/pl,$3.00/st,0.0 ,$0.00,$0.00/plant,Annual,,,,,,,,,
Flowers,Asteraceae,Sunflower,Single Stem,Autumn Beauty Mix | SUN-AUTBX,Direct Sow,Full-Size,,,,,,,,,05/30/2020,90,56,08/28/2020,10/23/2020,200 bed ft.,"White House,Situation",21.0,in,11,0.0,,,,,1257,15860,seeds/oz,0.08,oz,0.00,,,,,,,,,,,Stems,1.000 st/pl,$3.00/st,"1,257.1 Stems","$3,771.42",$1.71/plant,Annual,,,,,,,,,
Flowers,Talinaceae,Talinum (fame flower),Talinum (fame flower),Jewels of Opar | TAL-JEWOO,Greenhouse Sow,,02/17/2020,,,,,,,,05/06/2020,100,90,08/14/2020,11/12/2020,212 plants,"The Back Field,MCB,Block GRN,Beds 8",12.0,in,4,1.75,72 cell flats,2,5,126,252,0,,0.00,,0.00,,,,,,,,,,,Stems,10.000 st/pl,$8.00/bn,"2,120.0 Stems","$1,696.00",$8.00/plant,Annual,,,,,filler,,,,
Flowers,Asteraceae,Zinnias,Zinnias,Lilliput Salmon | ZIN-LILSA,Greenhouse Sow,,03/30/2020,,,,,,,,04/24/2020,62,63,06/25/2020,08/27/2020,10 bed ft.,"Goat Field,GH,Block FLR,Beds 1",9.0,in,5,0.97,72 cell flats,2,5,70,140,3200,seeds/oz,0.04,oz,0.00,,,,,,,,,,,Stems,9.000 st/pl,$7.00/bn,600.0 Stems,$420.00,$8.40/plant,Annual,,,,,,,,,
Flowers,Asteraceae,Zinnias,Zinnias,Senora | ZIN-SENOR,Greenhouse Sow,,03/30/2020,,,,,,,,05/17/2020,62,63,07/18/2020,09/19/2020,127 plants,"The Back Field,MCB",9.0,in,5,0.97,72 cell flats,2,5,70,140,3200,seeds/oz,0.04,oz,0.00,,,,,,,,,,,Stems,9.000 st/pl,$7.00/bn,"1,143.0 Stems",$800.10,$8.40/plant,Annual,,,,,,,,,
