Due Date,Date Completed,Task Name,Task Type,Assignees,Plantings Assigned,Location Assigned,Method,Sub-method,Input,Description,Manufacturer,OMRI,Application Rate Amount,Application Rate Amount Unit,Application Rate Area,Total Cost,Total Cost Amount,Total Cost Unit,Comments,Name Of Pest Identified,Number Of Minutes,Lines Of Drip,360 Pipe #Lines,360 Pipe Minutes,360 Pipe Heads Per Line,180 Pipe #Lines,180 Pipe Minutes,180 Pipe Heads Per Line,Total Inches,Total Gallons,Completed,Total Labor Hours
03/07/2020,03/07/2020,SS: Move to bright space off of heat mat,Greenhouse Activity,Tony Gilkerson,Dusty Miller New Look 02/26/2020 ,,Seed Starting,,,"Once 75% of the seeds have sprouted:
* remove the lids
* remove from bottom heat
* move trays to a very bright space in the greenhouse",,,0,,,,,,,,,,,,,,,,0.0,0.0,Yes,
03/07/2020,03/08/2020,SS: Feed weekly 2,Greenhouse Activity,Tony Gilkerson,Rudbeckia (Black-Eyed Susan) Cherry Brandy 02/15/2020 ,,Seed Starting,,,"As young plants grow, they need to be fed. Following the label instructions, add the correct amount of liquid seaweed and fish emulsion to your watering can and drench plants weekly",,,0,,,,,,,,,,,,,,,,0.0,0.0,Yes,
03/07/2020,03/08/2020,SS: Feed weekly 2,Greenhouse Activity,Tony Gilkerson,Rudbeckia (Black-Eyed Susan) Chim Chiminee Mix 02/15/2020 ,,Seed Starting,,,"As young plants grow, they need to be fed. Following the label instructions, add the correct amount of liquid seaweed and fish emulsion to your watering can and drench plants weekly",,,0,,,,,,,,,,,,,,,,0.0,0.0,Yes,
03/07/2020,03/08/2020,SS: Feed weekly 2,Greenhouse Activity,Tony Gilkerson,Rudbeckia (Black-Eyed Susan) Denver Daisy Film-Coated 02/15/2020 ,,Seed Starting,,,"As young plants grow, they need to be fed. Following the label instructions, add the correct amount of liquid seaweed and fish emulsion to your watering can and drench plants weekly",,,0,,,,,,,,,,,,,,,,0.0,0.0,Yes,
03/07/2020,03/08/2020,SS: Feed weekly 2,Greenhouse Activity,Tony Gilkerson,Rudbeckia (Black-Eyed Susan) Prairie Sun 02/15/2020 ,,Seed Starting,,,"As young plants grow, they need to be fed. Following the label instructions, add the correct amount of liquid seaweed and fish emulsion to your watering can and drench plants weekly",,,0,,,,,,,,,,,,,,,,0.0,0.0,Yes,
03/07/2020,03/08/2020,SS: Feed weekly 2,Greenhouse Activity,Tony Gilkerson,Rudbeckia (Black-Eyed Susan) Sahara 02/15/2020 ,,Seed Starting,,,"As young plants grow, they need to be fed. Following the label instructions, add the correct amount of liquid seaweed and fish emulsion to your watering can and drench plants weekly",,,0,,,,,,,,,,,,,,,,0.0,0.0,Yes,
03/08/2020,03/08/2020,Prepare Field,Fertilize & Amend,Tony Gilkerson,   ,,Granular,,granular fertilizer,"40 lbs of 10-10-10
 16 lbs of 45-0-0 (urea)",,,14,Pounds,"1,000 sq. ft",,,Pounds,,,,,,,,,,,0.0,0.0,Yes,6.00
03/09/2020,03/09/2020,Greenhouse Sow,Greenhouse Sow,Tony Gilkerson,Ammi (False Queen Anne's Lace) Chocolate Lace 03/09/2020 ,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Yes,
03/09/2020,03/14/2020,SS: Gather Supplies,Greenhouse Activity,Tony Gilkerson,Aster Apricot Swirl Mix 03/14/2020 ,,Organizing,,,"Gather the supplies need for starting seeds in flats:

* seeds
* Seed trays
* bottom flats
* seed starting mix
* fine vermiculite
* plant tags
* clear dome lids",,,0,,,,,,,,,,,,,,,,0.0,0.0,Yes,
03/09/2020,03/14/2020,SS: Gather Supplies,Greenhouse Activity,Tony Gilkerson,Stock Avalanche Supreme 03/14/2020 ,,Organizing,,,"Gather the supplies need for starting seeds in flats:

* seeds
* Seed trays
* bottom flats
* seed starting mix
* fine vermiculite
* plant tags
* clear dome lids",,,0,,,,,,,,,,,,,,,,0.0,0.0,Yes,
03/09/2020,03/09/2020,Greenhouse Sow,Greenhouse Sow,Tony Gilkerson,Ammi (False Queen Anne's Lace) Green Mist 03/09/2020 ,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Yes,
03/09/2020,03/14/2020,SS: Gather Supplies,Greenhouse Activity,Tony Gilkerson,Aster Harlekin Violet 03/14/2020 ,,Organizing,,,"Gather the supplies need for starting seeds in flats:

* seeds
* Seed trays
* bottom flats
* seed starting mix
* fine vermiculite
* plant tags
* clear dome lids",,,0,,,,,,,,,,,,,,,,0.0,0.0,Yes,
03/09/2020,03/14/2020,SS: Gather Supplies,Greenhouse Activity,Tony Gilkerson,Stock Katz Formula Mix 03/14/2020 ,,Organizing,,,"Gather the supplies need for starting seeds in flats:

* seeds
* Seed trays
* bottom flats
* seed starting mix
* fine vermiculite
* plant tags
* clear dome lids",,,0,,,,,,,,,,,,,,,,0.0,0.0,Yes,
03/09/2020,03/08/2020,SS: Feed weekly 2,Greenhouse Activity,Tony Gilkerson,Talinum (fame flower) Jewels of Opar 02/17/2020 ,,Seed Starting,,,"As young plants grow, they need to be fed. Following the label instructions, add the correct amount of liquid seaweed and fish emulsion to your watering can and drench plants weekly",,,0,,,,,,,,,,,,,,,,0.0,0.0,Yes,
03/09/2020,03/08/2020,SS: Feed weekly 2,Greenhouse Activity,Tony Gilkerson,Eucalyptus Silver Dollar 02/17/2020 ,,Seed Starting,,,"As young plants grow, they need to be fed. Following the label instructions, add the correct amount of liquid seaweed and fish emulsion to your watering can and drench plants weekly",,,0,,,,,,,,,,,,,,,,0.0,0.0,Yes,
03/10/2020,03/11/2020,create blog and IG post,create blog and IG post,Tony Gilkerson,   ,,social media ,,,compost and spacing templates ,,,0,,,,,,,,,,,,,,,,0.0,0.0,Yes,0.00
03/11/2020,03/11/2020,plan for next phase GH to Field,Research,Tony Gilkerson,   ,,,,,"research early plantings like JOO, can they go before frost or stage in GH
what do i need to get field ready",,,0,,,,,,,,,,,,,,,,0.0,0.0,Yes,
03/11/2020,03/11/2020,Create spacing template and burn holes,Field Activity,Tony Gilkerson,   ,,,,,Create 9x9 template and got started,,,0,,,,,,,,,,,,,,,,0.0,0.0,Yes,2.00
03/11/2020,03/14/2020,SS: Review Seed Starting Record,Greenhouse Activity,Tony Gilkerson,Aster Apricot Swirl Mix 03/14/2020 ,,Seed Starting,,,"Search Records for ""tag: seed-starting"" and follow instructions",,,0,,,,,,,,,,,,,,,,0.0,0.0,Yes,
03/11/2020,03/14/2020,SS: Review Seed Starting Record,Greenhouse Activity,Tony Gilkerson,Stock Avalanche Supreme 03/14/2020 ,,Seed Starting,,,"Search Records for ""tag: seed-starting"" and follow instructions",,,0,,,,,,,,,,,,,,,,0.0,0.0,Yes,
03/11/2020,03/16/2020,SS: Gather Supplies,Greenhouse Activity,Tony Gilkerson,Orlaya White Finch 03/16/2020 ,,Organizing,,,"Gather the supplies need for starting seeds in flats:

* seeds
* Seed trays
* bottom flats
* seed starting mix
* fine vermiculite
* plant tags
* clear dome lids",,,0,,,,,,,,,,,,,,,,0.0,0.0,Yes,
03/11/2020,03/14/2020,SS: Review Seed Starting Record,Greenhouse Activity,Tony Gilkerson,Aster Harlekin Violet 03/14/2020 ,,Seed Starting,,,"Search Records for ""tag: seed-starting"" and follow instructions",,,0,,,,,,,,,,,,,,,,0.0,0.0,Yes,
03/11/2020,03/14/2020,SS: Review Seed Starting Record,Greenhouse Activity,Tony Gilkerson,Stock Katz Formula Mix 03/14/2020 ,,Seed Starting,,,"Search Records for ""tag: seed-starting"" and follow instructions",,,0,,,,,,,,,,,,,,,,0.0,0.0,Yes,
03/11/2020,03/08/2020,SS: Feed weekly 1,Greenhouse Activity,Tony Gilkerson,Dusty Miller New Look 02/26/2020 ,,Seed Starting,,,"As young plants grow, they need to be fed. Following the label instructions, add the correct amount of liquid seaweed and fish emulsion to your watering can and drench plants weekly",,,0,,,,,,,,,,,,,,,,0.0,0.0,Yes,
03/12/2020,03/12/2020,create low tunnel plan,Research,Tony Gilkerson,   ,,,,,"* use floret as guide, 
* figure out tunnel lengths and how many
* itemize material and find sources 
* add more tasks with specific dates and activities ",,,,,,,,,,,,,,,,,,,0.0,0.0,Yes,0.00
03/13/2020,03/16/2020,SS: Review Seed Starting Record,Greenhouse Activity,Tony Gilkerson,Orlaya White Finch 03/16/2020 ,,Seed Starting,,,"Search Records for ""tag: seed-starting"" and follow instructions",,,0,,,,,,,,,,,,,,,,0.0,0.0,Yes,
03/14/2020,03/15/2020,Feed GH plants,Greenhouse Activity,Tony Gilkerson,   ,,Feed,,,,,,0,,,,,,,,,,,,,,,,0.0,0.0,Yes,
03/14/2020,03/14/2020,Greenhouse Sow,Greenhouse Sow,Tony Gilkerson,Aster Apricot Swirl Mix 03/14/2020 ,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Yes,
03/14/2020,03/14/2020,Greenhouse Sow,Greenhouse Sow,Tony Gilkerson,Stock Avalanche Supreme 03/14/2020 ,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Yes,
03/14/2020,03/19/2020,SS: Gather Supplies,Greenhouse Activity,Tony Gilkerson,Atriplex (Cut flower) Caramel Apple Mix 03/22/2020 ,,Organizing,,,"Gather the supplies need for starting seeds in flats:

* seeds
* Seed trays
* bottom flats
* seed starting mix
* fine vermiculite
* plant tags
* clear dome lids",,,0,,,,,,,,,,,,,,,,0.0,0.0,Yes,
03/14/2020,03/19/2020,SS: Gather Supplies,Greenhouse Activity,Tony Gilkerson,Nicandra Physalodes Apple of Peru 03/22/2020 ,,Organizing,,,"Gather the supplies need for starting seeds in flats:

* seeds
* Seed trays
* bottom flats
* seed starting mix
* fine vermiculite
* plant tags
* clear dome lids",,,0,,,,,,,,,,,,,,,,0.0,0.0,Yes,
03/14/2020,03/14/2020,Greenhouse Sow,Greenhouse Sow,Tony Gilkerson,Aster Harlekin Violet 03/14/2020 ,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Yes,
03/14/2020,03/14/2020,Greenhouse Sow,Greenhouse Sow,Tony Gilkerson,Stock Katz Formula Mix 03/14/2020 ,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Yes,
03/16/2020,03/16/2020,Greenhouse Sow,Greenhouse Sow,Tony Gilkerson,Orlaya White Finch 03/16/2020 ,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Yes,
03/16/2020,03/22/2020,SS: Move to bright space off of heat mat,Greenhouse Activity,Tony Gilkerson,Ammi (False Queen Anne's Lace) Chocolate Lace 03/09/2020 ,,Seed Starting,,,"Once 75% of the seeds have sprouted:
* remove the lids
* remove from bottom heat
* move trays to a very bright space in the greenhouse",,,0,,,,,,,,,,,,,,,,0.0,0.0,Yes,
03/16/2020,03/19/2020,SS: Gather Supplies,Greenhouse Activity,Tony Gilkerson,Ornamental Grasses Frosted Explosion 03/22/2020 ,,Organizing,,,"Gather the supplies need for starting seeds in flats:

* seeds
* Seed trays
* bottom flats
* seed starting mix
* fine vermiculite
* plant tags
* clear dome lids",,,0,,,,,,,,,,,,,,,,0.0,0.0,Yes,
03/16/2020,03/19/2020,SS: Review Seed Starting Record,Greenhouse Activity,Tony Gilkerson,Atriplex (Cut flower) Caramel Apple Mix 03/22/2020 ,,Seed Starting,,,"Search Records for ""tag: seed-starting"" and follow instructions",,,0,,,,,,,,,,,,,,,,0.0,0.0,Yes,
03/16/2020,03/19/2020,SS: Review Seed Starting Record,Greenhouse Activity,Tony Gilkerson,Nicandra Physalodes Apple of Peru 03/22/2020 ,,Seed Starting,,,"Search Records for ""tag: seed-starting"" and follow instructions",,,0,,,,,,,,,,,,,,,,0.0,0.0,Yes,
03/16/2020,03/22/2020,SS: Move to bright space off of heat mat,Greenhouse Activity,Tony Gilkerson,Ammi (False Queen Anne's Lace) Green Mist 03/09/2020 ,,Seed Starting,,,"Once 75% of the seeds have sprouted:
* remove the lids
* remove from bottom heat
* move trays to a very bright space in the greenhouse",,,0,,,,,,,,,,,,,,,,0.0,0.0,Yes,
03/17/2020,03/22/2020,SS: Gather Supplies,Greenhouse Activity,Tony Gilkerson,Nicandra Physalodes Apple of Peru 03/22/2020 ,,Organizing,,,"Gather the supplies need for starting seeds in flats:

* seeds
* Seed trays
* bottom flats
* seed starting mix
* fine vermiculite
* plant tags
* clear dome lids",,,0,,,,,,,,,,,,,,,,0.0,0.0,Yes,
03/17/2020,03/22/2020,SS: Gather Supplies,Greenhouse Activity,Tony Gilkerson,Atriplex (Cut flower) Caramel Apple Mix 03/22/2020 ,,Organizing,,,"Gather the supplies need for starting seeds in flats:

* seeds
* Seed trays
* bottom flats
* seed starting mix
* fine vermiculite
* plant tags
* clear dome lids",,,0,,,,,,,,,,,,,,,,0.0,0.0,Yes,
03/17/2020,03/22/2020,SS: Gather Supplies,Greenhouse Activity,Tony Gilkerson,Ornamental Grasses Frosted Explosion 03/22/2020 ,,Organizing,,,"Gather the supplies need for starting seeds in flats:

* seeds
* Seed trays
* bottom flats
* seed starting mix
* fine vermiculite
* plant tags
* clear dome lids",,,0,,,,,,,,,,,,,,,,0.0,0.0,Yes,
03/17/2020,03/22/2020,SS: Gather Supplies,Greenhouse Activity,Tony Gilkerson,Scabiosa (Pincushion Flower) Fata Morgana 03/22/2020 ,,Organizing,,,"Gather the supplies need for starting seeds in flats:

* seeds
* Seed trays
* bottom flats
* seed starting mix
* fine vermiculite
* plant tags
* clear dome lids",,,0,,,,,,,,,,,,,,,,0.0,0.0,Yes,
03/17/2020,03/22/2020,SS: Gather Supplies,Greenhouse Activity,Tony Gilkerson,Scabiosa (Pincushion Flower) Snowmaiden 03/22/2020 ,,Organizing,,,"Gather the supplies need for starting seeds in flats:

* seeds
* Seed trays
* bottom flats
* seed starting mix
* fine vermiculite
* plant tags
* clear dome lids",,,0,,,,,,,,,,,,,,,,0.0,0.0,Yes,
03/18/2020,03/19/2020,SS: Review Seed Starting Record,Greenhouse Activity,Tony Gilkerson,Ornamental Grasses Frosted Explosion 03/22/2020 ,,Seed Starting,,,"Search Records for ""tag: seed-starting"" and follow instructions",,,0,,,,,,,,,,,,,,,,0.0,0.0,Yes,
03/19/2020,03/22/2020,SS: Review Seed Starting Record,Greenhouse Activity,Tony Gilkerson,Nicandra Physalodes Apple of Peru 03/22/2020 ,,Seed Starting,,,"Search Records for ""tag: seed-starting"" and follow instructions",,,0,,,,,,,,,,,,,,,,0.0,0.0,Yes,
03/19/2020,03/22/2020,SS: Review Seed Starting Record,Greenhouse Activity,Tony Gilkerson,Atriplex (Cut flower) Caramel Apple Mix 03/22/2020 ,,Seed Starting,,,"Search Records for ""tag: seed-starting"" and follow instructions",,,0,,,,,,,,,,,,,,,,0.0,0.0,Yes,
03/19/2020,03/22/2020,SS: Review Seed Starting Record,Greenhouse Activity,Tony Gilkerson,Ornamental Grasses Frosted Explosion 03/22/2020 ,,Seed Starting,,,"Search Records for ""tag: seed-starting"" and follow instructions",,,0,,,,,,,,,,,,,,,,0.0,0.0,Yes,
03/19/2020,03/22/2020,SS: Review Seed Starting Record,Greenhouse Activity,Tony Gilkerson,Scabiosa (Pincushion Flower) Fata Morgana 03/22/2020 ,,Seed Starting,,,"Search Records for ""tag: seed-starting"" and follow instructions",,,0,,,,,,,,,,,,,,,,0.0,0.0,Yes,
03/19/2020,03/22/2020,SS: Review Seed Starting Record,Greenhouse Activity,Tony Gilkerson,Scabiosa (Pincushion Flower) Snowmaiden 03/22/2020 ,,Seed Starting,,,"Search Records for ""tag: seed-starting"" and follow instructions",,,0,,,,,,,,,,,,,,,,0.0,0.0,Yes,
03/21/2020,03/22/2020,SS: Move to bright space off of heat mat,Greenhouse Activity,Tony Gilkerson,Aster Apricot Swirl Mix 03/14/2020 ,,Seed Starting,,,"Once 75% of the seeds have sprouted:
* remove the lids
* remove from bottom heat
* move trays to a very bright space in the greenhouse",,,0,,,,,,,,,,,,,,,,0.0,0.0,Yes,
03/21/2020,03/22/2020,SS: Move to bright space off of heat mat,Greenhouse Activity,Tony Gilkerson,Stock Avalanche Supreme 03/14/2020 ,,Seed Starting,,,"Once 75% of the seeds have sprouted:
* remove the lids
* remove from bottom heat
* move trays to a very bright space in the greenhouse",,,0,,,,,,,,,,,,,,,,0.0,0.0,Yes,
03/21/2020,03/22/2020,SS: Move to bright space off of heat mat,Greenhouse Activity,Tony Gilkerson,Aster Harlekin Violet 03/14/2020 ,,Seed Starting,,,"Once 75% of the seeds have sprouted:
* remove the lids
* remove from bottom heat
* move trays to a very bright space in the greenhouse",,,0,,,,,,,,,,,,,,,,0.0,0.0,Yes,
03/21/2020,03/22/2020,SS: Move to bright space off of heat mat,Greenhouse Activity,Tony Gilkerson,Stock Katz Formula Mix 03/14/2020 ,,Seed Starting,,,"Once 75% of the seeds have sprouted:
* remove the lids
* remove from bottom heat
* move trays to a very bright space in the greenhouse",,,0,,,,,,,,,,,,,,,,0.0,0.0,Yes,
03/22/2020,03/22/2020,Greenhouse Sow,Greenhouse Sow,Tony Gilkerson,Nicandra Physalodes Apple of Peru 03/22/2020 ,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Yes,
03/22/2020,03/22/2020,Greenhouse Sow,Greenhouse Sow,Tony Gilkerson,Atriplex (Cut flower) Caramel Apple Mix 03/22/2020 ,,,,,,,,0,,,,,,,,,,,,,,,,0.0,0.0,Yes,
03/22/2020,03/22/2020,Greenhouse Sow,Greenhouse Sow,Tony Gilkerson,Ornamental Grasses Frosted Explosion 03/22/2020 ,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Yes,
03/22/2020,03/22/2020,Greenhouse Sow,Greenhouse Sow,Tony Gilkerson,Scabiosa (Pincushion Flower) Fata Morgana 03/22/2020 ,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Yes,
03/22/2020,03/22/2020,Greenhouse Sow,Greenhouse Sow,Tony Gilkerson,Scabiosa (Pincushion Flower) Snowmaiden 03/22/2020 ,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Yes,
03/23/2020,03/22/2020,Check on Order - Anemones and Ranunculus,Check on Order - Anemones and Ranunculus,Teresa Gilkerson,   ,,,,,Just a reminder to follow up to see if we on track to plant 3/28?,,,0,,,,,,ranunculus/anemones shipped 3/23 from eden bros USPS,,,,,,,,,,0.0,0.0,Yes,
03/25/2020,03/23/2020,Landscape Fabric,Procurement,Teresa Gilkerson,   ,,,,,"* Buy 1 more roll of the 6 ft by 300 ft 3.2 oz stuff (DeWitt DWT-SBLT6300 Sunbelt 3.2 )
* Buy about 2 rolls (or whatever is best deal) of 3 ft by 300 ft",,,0,,,,,,"Decided we'd have enough leftover from what we've already orderded, to cover paths of 2 beds.  NO ORDER NEEDED",,,,,,,,,,0.0,0.0,Yes,
03/27/2020,03/28/2020,Urea (45-0-0),Procurement,Teresa Gilkerson,   ,,,,,"Get four @ 4 lb bags of Urea (45-0-0)

Note:
That is a total of 16 lbs Urea (45-0-0). If you find Urea somewhere else but in different size bags that is ok, just shoot for a total of about 16 lbs.",,,0,,,,,,,,,,,,,,,,0.0,0.0,Yes,
03/28/2020,03/23/2020,Low tunnel supplies,Procurement,Teresa Gilkerson,   ,,,,,"Purchase the supplies needed for 3 low tunnels, less the greenhouse plastic

See slack message for details: https://bagelwarehouse.slack.com/files/TF7TUF1UH/FVDT8QPM4",,,0,,,,,,"Done - conduit/Lowes, fiberglass rods, tposts and twine/TSC",,,,,,,,,,0.0,0.0,Yes,
03/28/2020,03/28/2020,Table 3 in GH,Maintenance,Tony Gilkerson,   ,,Buildings,,,Finish at least one table and install into GH,,,0,,,,,,,,,,,,,,,,0.0,0.0,Yes,
03/28/2020,03/28/2020,Greenhouse Sow,Greenhouse Sow,Tony Gilkerson,Amaranthus Green Tails 03/28/2020 ,,,,,,,,0,,,,,,,,,,,,,,,,0.0,0.0,Yes,
03/28/2020,03/28/2020,Greenhouse Sow,Greenhouse Sow,Tony Gilkerson,Celosia Cockscomb Coral Reef 03/28/2020 ,,,,,,,,0,,,,,,,,,,,,,,,,0.0,0.0,Yes,
03/28/2020,03/28/2020,SS: Move to bright space off of heat mat,Greenhouse Activity,Tony Gilkerson,Orlaya White Finch 03/16/2020 ,,Seed Starting,,,"Once 75% of the seeds have sprouted:
* remove the lids
* remove from bottom heat
* move trays to a very bright space in the greenhouse",,,0,,,,,,,,,,,,,,,,0.0,0.0,Yes,
03/28/2020,03/28/2020,Greenhouse Sow,Greenhouse Sow,Tony Gilkerson,Ammi (False Queen Anne's Lace) Green Mist 03/28/2020 ,,,,,,,,0,,,,,,,,,,,,,,,,0.0,0.0,Yes,
03/28/2020,03/28/2020,Greenhouse Sow,Greenhouse Sow,Tony Gilkerson,Ammi (False Queen Anne's Lace) Chocolate Lace 03/28/2020 ,,,,,,,,0,,,,,,,,,,,,,,,,0.0,0.0,Yes,
03/29/2020,03/29/2020,Feed GH plants,Greenhouse Activity,Tony Gilkerson,   ,,Feed,,,,,,0,,,,,,,,,,,,,,,,0.0,0.0,Yes,0.00
03/29/2020,03/30/2020,Compute shortfall add backfill to plan,Research,Tony Gilkerson,   ,,,,,,,,0,,,,,,,,,,,,,,,,0.0,0.0,Yes,
03/29/2020,03/29/2020,Greenhouse Sow,Greenhouse Sow,Tony Gilkerson,Gomphrena (Globe Amaranth) Sunset Mix 03/29/2020 ,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Yes,
03/29/2020,03/29/2020,SS: Thin to one plant per cell,Greenhouse Activity,Tony Gilkerson,Talinum (fame flower) Jewels of Opar 02/17/2020 ,,Seed Starting,,,Thin so as to have one good plant per cell.  If a cell has two plants remove the smallest one :-(,,,0,,,,,,,,,,,,,,,,0.0,0.0,Yes,0.00
03/29/2020,03/29/2020,Greenhouse Sow,Greenhouse Sow,Tony Gilkerson,Gomphrena (Globe Amaranth) Pastel Mix 03/29/2020 ,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Yes,
03/29/2020,03/29/2020,SS: Thin to one plant per cell,Greenhouse Activity,Tony Gilkerson,Rudbeckia (Black-Eyed Susan) Cherry Brandy 02/15/2020 ,,Seed Starting,,,Thin so as to have one good plant per cell.  If a cell has two plants remove the smallest one :-(,,,0,,,,,,,,,,,,,,,,0.0,0.0,Yes,
03/29/2020,03/29/2020,Greenhouse Sow,Greenhouse Sow,Tony Gilkerson,Gomphrena (Globe Amaranth) White 03/29/2020 ,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Yes,
03/29/2020,03/29/2020,SS: Thin to one plant per cell,Greenhouse Activity,Tony Gilkerson,Rudbeckia (Black-Eyed Susan) Chim Chiminee Mix 02/15/2020 ,,Seed Starting,,,Thin so as to have one good plant per cell.  If a cell has two plants remove the smallest one :-(,,,0,,,,,,,,,,,,,,,,0.0,0.0,Yes,0.00
03/29/2020,03/29/2020,SS: Thin to one plant per cell,Greenhouse Activity,Tony Gilkerson,Rudbeckia (Black-Eyed Susan) Denver Daisy Film-Coated 02/15/2020 ,,Seed Starting,,,Thin so as to have one good plant per cell.  If a cell has two plants remove the smallest one :-(,,,0,,,,,,,,,,,,,,,,0.0,0.0,Yes,0.00
03/29/2020,03/29/2020,SS: Thin to one plant per cell,Greenhouse Activity,Tony Gilkerson,Rudbeckia (Black-Eyed Susan) Prairie Sun 02/15/2020 ,,Seed Starting,,,Thin so as to have one good plant per cell.  If a cell has two plants remove the smallest one :-(,,,0,,,,,,,,,,,,,,,,0.0,0.0,Yes,0.00
03/29/2020,03/29/2020,SS: Thin to one plant per cell,Greenhouse Activity,Tony Gilkerson,Rudbeckia (Black-Eyed Susan) Sahara 02/15/2020 ,,Seed Starting,,,Thin so as to have one good plant per cell.  If a cell has two plants remove the smallest one :-(,,,0,,,,,,,,,,,,,,,,0.0,0.0,Yes,0.00
03/30/2020,03/31/2020,plastic dome covers,Procurement,Tony Gilkerson,   ,,,,,,,,0,,,,,,,,,,,,,,,,0.0,0.0,Yes,
03/30/2020,03/31/2020,more tray cells 128 and 72,Procurement,Tony Gilkerson,   ,,,,,,,,0,,,,,,,,,,,,,,,,0.0,0.0,Yes,
03/30/2020,03/30/2020,Greenhouse Sow,Greenhouse Sow,Tony Gilkerson,Zinnias Lilliput Salmon 03/30/2020 ,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Yes,
03/30/2020,03/30/2020,Greenhouse Sow,Greenhouse Sow,Tony Gilkerson,Zinnias Senora™ 03/30/2020 ,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Yes,
03/31/2020,04/08/2020,Greenhouse Sow,Greenhouse Sow,Tony Gilkerson,Zinnias Lilliput Mix 03/31/2020 ,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Yes,
04/01/2020,04/02/2020,Table 4,Maintenance,Tony Gilkerson,   ,,Buildings,,,build table 4 and install into GH,,,0,,,,,,,,,,,,,,,,0.0,0.0,Yes,
04/03/2020,04/08/2020,SS: Gather Supplies,Greenhouse Activity,Tony Gilkerson,Marigold Giant Yellow 04/08/2020 ,,Organizing,,,"Gather the supplies need for starting seeds in flats:

* seeds
* Seed trays
* bottom flats
* seed starting mix
* fine vermiculite
* plant tags
* clear dome lids",,,0,,,,,,,,,,,,,,,,0.0,0.0,Yes,
04/03/2020,04/08/2020,SS: Gather Supplies,Greenhouse Activity,Tony Gilkerson,Celosia Pampas Plume 04/08/2020 ,,Organizing,,,"Gather the supplies need for starting seeds in flats:

* seeds
* Seed trays
* bottom flats
* seed starting mix
* fine vermiculite
* plant tags
* clear dome lids",,,0,,,,,,,,,,,,,,,,0.0,0.0,Yes,
04/03/2020,04/08/2020,SS: Gather Supplies,Greenhouse Activity,Tony Gilkerson,Ornamental Grasses Bunny Tails 04/30/2020 ,,Organizing,,,"Gather the supplies need for starting seeds in flats:

* seeds
* Seed trays
* bottom flats
* seed starting mix
* fine vermiculite
* plant tags
* clear dome lids",,,0,,,,,,,,,,,,,,,,0.0,0.0,Yes,
04/03/2020,04/08/2020,SS: Gather Supplies,Greenhouse Activity,Tony Gilkerson,Aster Chamois Apricot 04/08/2020 ,,Organizing,,,"Gather the supplies need for starting seeds in flats:

* seeds
* Seed trays
* bottom flats
* seed starting mix
* fine vermiculite
* plant tags
* clear dome lids",,,0,,,,,,,,,,,,,,,,0.0,0.0,Yes,
04/03/2020,04/08/2020,SS: Gather Supplies,Greenhouse Activity,Tony Gilkerson,Celosia Texas Plume Summer Sherbert 04/08/2020 ,,Organizing,,,"Gather the supplies need for starting seeds in flats:

* seeds
* Seed trays
* bottom flats
* seed starting mix
* fine vermiculite
* plant tags
* clear dome lids",,,0,,,,,,,,,,,,,,,,0.0,0.0,Yes,
04/03/2020,04/08/2020,SS: Gather Supplies,Greenhouse Activity,Tony Gilkerson,Ornamental Grasses Frosted Explosion 04/30/2020 ,,Organizing,,,"Gather the supplies need for starting seeds in flats:

* seeds
* Seed trays
* bottom flats
* seed starting mix
* fine vermiculite
* plant tags
* clear dome lids",,,0,,,,,,,,,,,,,,,,0.0,0.0,Yes,
04/03/2020,04/08/2020,SS: Gather Supplies,Greenhouse Activity,Tony Gilkerson,Zinnias Lilliput Mix 03/31/2020 ,,Organizing,,,"Gather the supplies need for starting seeds in flats:

* seeds
* Seed trays
* bottom flats
* seed starting mix
* fine vermiculite
* plant tags
* clear dome lids",,,0,,,,,,,,,,,,,,,,0.0,0.0,Yes,
04/03/2020,04/08/2020,SS: Gather Supplies,Greenhouse Activity,Tony Gilkerson,Aster Valkyrie Pink 04/08/2020 ,,Organizing,,,"Gather the supplies need for starting seeds in flats:

* seeds
* Seed trays
* bottom flats
* seed starting mix
* fine vermiculite
* plant tags
* clear dome lids",,,0,,,,,,,,,,,,,,,,0.0,0.0,Yes,
